"annotation"	"coefficient.agl"	"pvalue.agl"	"adj.pvalue.agl"
"THC2441612"	0.0549044928665998	0.494627567204095	0.573140707800572
"C14orf113"	0.0583962345501372	0.494681764139592	0.573177253848202
"SSX5"	0.0587105608881907	0.494687587074417	0.573177253848202
"THC2267456"	-0.0669364318202697	0.494698248546776	0.573177253848202
"MGC10946"	0.073822867673027	0.494752962196353	0.573221308497324
"AY239294"	-0.052825367009486	0.494764391864253	0.573221308497324
"A_24_P919063"	0.0551249785019583	0.494775415922926	0.573221308497324
"AK097166"	-0.0732795168484927	0.494901843257136	0.573352660235476
"STK19"	0.0537775431818334	0.494961049626235	0.57340613040611
"DUSP21"	-0.0782836245292573	0.495017293065711	0.573456165330672
"IL1RL2"	-0.0594982203911488	0.495053379161433	0.573482846819632
"A_32_P42137"	-0.0552770437328041	0.495185579631075	0.57362086538268
"A_24_P878737"	-0.0459959125197442	0.495264437054315	0.573697085938909
"THC2272363"	-0.0658110294233733	0.49531273142313	0.5737379002307
"LOC388882"	0.0509562717286516	0.495578071979214	0.574030117861124
"THC2284956"	-0.082279055239236	0.49563783734196	0.574084207769184
"KRTAP9-8"	-0.0983456889912024	0.495665019663224	0.574100555744288
"HEBP1"	-0.0435638456180324	0.495727922156458	0.574158274406943
"OR10H4"	0.0540376788174671	0.495811134146486	0.574239512119092
"LOC388002"	-0.0486603609234428	0.496148722229734	0.574601661864013
"EQC"	0.0946598157072171	0.496149981550331	0.574601661864013
"A_32_P17416"	0.061421296525373	0.496175206425146	0.574615727143542
"E1A_r60_a9"	-0.0729864658185522	0.496277074391622	0.57471323365315
"KIAA1727"	0.0545191930717267	0.496285566726592	0.57471323365315
"FLJ20712"	0.0376608626388443	0.496336137649442	0.574756645572333
"CR600419"	0.0524189117167168	0.496407460783438	0.574824085604861
"A_32_P743731"	-0.0642303542460503	0.496670846054768	0.575113918079866
"PCDH21"	0.0594014700455657	0.496684014022795	0.575114006853859
"EQC"	0.0889158775040303	0.496769499017539	0.57519782982366
"PTPN21"	-0.0672563874331573	0.497015286200133	0.575460609635388
"THC2368255"	-0.0790977573103616	0.497022647137455	0.575460609635388
"MGC39372"	0.0426624265825578	0.497252668579065	0.57571175899607
"LOC442709"	0.26662505308416	0.497277494607128	0.57571874129045
"ATP6V0D2"	-0.0700121087031174	0.497284909449077	0.57571874129045
"AK091978"	-0.0744530751954061	0.497307243025335	0.57572422749531
"CSF2RB"	-0.0459444132205899	0.497315858619017	0.57572422749531
"PDLIM5"	-0.0624719701518978	0.497334383778039	0.575730501824898
"THC2430654"	0.0908866395221742	0.497369551685713	0.575756041504744
"CACNG1"	0.0555883705939743	0.49752731173503	0.575923489020885
"AA903779"	-0.172143596704661	0.497579602336816	0.575968842492059
"ENST00000312504"	-0.102178021176846	0.497704655062704	0.576094247633553
"SCT"	-0.0621824460839006	0.497714167095761	0.576094247633553
"CK820760"	-0.0542624879715403	0.497753704501347	0.576124831838985
"THC2317353"	-0.0658439026245149	0.497771464426878	0.576130208761123
"EPLIN"	-0.0331630556270357	0.497888356826239	0.576250320197421
"RAB1B"	-0.0957310366299204	0.498087439653984	0.576457614716588
"FLJ11292"	0.0513475999865158	0.498093705971341	0.576457614716588
"ENST00000340049"	0.127576369533787	0.498141611690596	0.576497869946775
"THC2446883"	0.0764664721892356	0.498319072024108	0.576688052292909
"PHF20"	0.0465598451062849	0.498574103657889	0.576967992934902
"NIN"	-0.0587948893279445	0.498598606798284	0.576981149942191
"AI090449"	0.0742383216624439	0.498620058682836	0.576990775418704
"BAG5"	0.0549870996316283	0.498715329425897	0.577085819491877
"THC2445273"	0.0667182907677019	0.498743291375723	0.577102974593766
"EQC"	0.0551828320895084	0.498772568246055	0.577121650265163
"HS2ST1"	0.0381108754321856	0.49897416618202	0.577339709611839
"AF086442"	-0.0506009935112696	0.499064113460733	0.57742857511242
"DEFB126"	0.0399153634379898	0.499170221118105	0.577536133366855
"EQC"	-0.189620400939418	0.499313042491667	0.577677607624301
"Pro25G"	0.0509155525469649	0.499324657673679	0.577677607624301
"EQC"	0.0884061972598175	0.499331947697926	0.577677607624301
"THC2449398"	-0.0461820608324754	0.499463853414299	0.577814993004255
"PAPD5"	-0.0768443132183316	0.49955701778974	0.577907553614775
"EQC"	-0.0420908828536786	0.499617025253422	0.57795578948603
"EQC"	-0.05833721469289	0.499625026002389	0.57795578948603
"SEMA4B"	-0.0910197027352854	0.499651848072653	0.577971597706033
"LOC283665"	0.0708250882222637	0.499675806651903	0.577984092841432
"CB049137"	0.058930998808852	0.499710639174964	0.578009165076234
"BC020888"	0.0510574498860393	0.499743314861222	0.578031741269802
"CYP2C19"	0.0650477513299575	0.499819115601758	0.578099104048295
"C10orf62"	0.0421239925660179	0.499836765290693	0.578099104048295
"SYTL3"	0.0458098144854124	0.499841031803748	0.578099104048295
"A_24_P392622"	0.186952671594781	0.500007202956344	0.578275608512073
"A_32_P145302"	-0.0664903623826205	0.500019969154802	0.578275608512073
"POU4F2"	0.060395610467868	0.500047468137524	0.578292187399625
"NCOR1"	0.0434085378395837	0.500067947999317	0.578300648193061
"AK097109"	0.0520004879562065	0.500242592006667	0.578487386070834
"CRYZL1"	0.0714736546286161	0.500338586396445	0.578583165016642
"THC2319699"	0.0508783594876455	0.500355947481932	0.578588011077065
"IMP5"	0.0689098451311305	0.500411781603705	0.578637344115403
"A_24_P928671"	-0.0574058063605009	0.500426827553642	0.578639511522097
"AK057198"	0.0583477930599023	0.500524988772943	0.578737781801973
"AB063923"	-0.0512835097369378	0.500608082214775	0.578818625076386
"CATR1"	-0.0574481200177573	0.500627532198493	0.578825879487631
"THC2360912"	0.0384790402895092	0.500642904424644	0.578828418935153
"GPR23"	-0.073826168436007	0.500741068734748	0.578926677472135
"EQC"	-0.0594320544567467	0.500778564395245	0.578954791243125
"Pro25G"	-0.0553156070810713	0.501223234346492	0.579445363565537
"FLJ23529"	0.0635985630053527	0.50122927456361	0.579445363565537
"BF734670"	0.0572697563944875	0.501260138540613	0.57945821033715
"COG3"	-0.042220439615262	0.501266767600162	0.57945821033715
"PCDH11X"	0.0564203677193923	0.501305820962642	0.579488107060042
"LAT2"	0.0529073956565695	0.501366596079101	0.57954311096832
"SLC39A4"	-0.0476372714349508	0.501471215493259	0.579648791449623
"G36946"	-0.061305023421916	0.501561694691455	0.579738122174607
"Pro25G"	-0.0697474982505953	0.502001985435535	0.58023177284173
"EQC"	0.0787319142751344	0.502172433258149	0.580413511680489
"ENST00000358897"	-0.0735631666350686	0.502243005517661	0.580479807297984
"AK021576"	0.0651798968556534	0.502266153883427	0.580491289528106
"BX397553"	0.0758377218249307	0.502391936228629	0.580621386679467
"ENST00000261598"	-0.0817940069809467	0.502465622861545	0.580691270826574
"LOC255480"	-0.0557835708965303	0.502508034177467	0.580715554679209
"ATXN7L1"	0.0336430940882458	0.502513073026567	0.580715554679209
"PRKCBP1"	-0.073747095195865	0.502569572019785	0.580752482180355
"BM973223"	0.120540345056092	0.502571466960701	0.580752482180355
"AK093333"	-0.0588836748370307	0.50261183318163	0.580771535429548
"MGC39821"	0.068795734609635	0.502614395426828	0.580771535429548
"C10orf79"	0.0455563144681556	0.502741115710356	0.580902681595782
"ADAMTS12"	0.056667271329806	0.502755074983651	0.580903532234996
"CSF1"	-0.0797744630326995	0.502851843537775	0.581000061502761
"PTPRC"	0.048247812000534	0.502882226758271	0.581019885430334
"MYSM1"	-0.0390996943723063	0.502966048604935	0.581100366081314
"ROPN1"	0.08261163577063	0.502978339219275	0.581100366081314
"AF119912"	-0.0616128667944137	0.503048028055449	0.581153111738607
"ITR"	0.0401560214131943	0.503050451391592	0.581153111738607
"A_32_P210193"	-0.0350636354467694	0.50316385603603	0.581268837685885
"PDPR"	-0.108059000671746	0.503211414577648	0.581308492303522
"Pro25G"	-0.0561151992617729	0.503331776365866	0.581432244741752
"Pro25G"	-0.118323731263177	0.503371697378585	0.581463070588168
"A_24_P931079"	-0.0343237406325342	0.50345396478123	0.581542809392201
"THC2406779"	-0.0377698433233007	0.503593700383658	0.581688924133107
"WNT3"	0.082629715442244	0.503608792957253	0.581691062822871
"PRKG1"	0.0675784971622189	0.50375643038072	0.581846292705545
"FLJ20232"	-0.0466424862439395	0.504032827763326	0.58215023021534
"RANBP9"	0.0650575487497237	0.504124132271836	0.582240377917134
"A_32_P222106"	-0.0653058959736208	0.504205420677946	0.58231895304177
"A_32_P227158"	0.0491784795174172	0.504262598045607	0.58236967834963
"AA453520"	0.0506074921583915	0.504370490561528	0.582478970054114
"AI277022"	0.0440085422162	0.504614759631419	0.582745748149835
"PCDH18"	-0.0431294567328314	0.504700342294498	0.582829260747059
"AK026789"	-0.114834022740603	0.504890336398319	0.583033340386262
"AF060168"	0.0845412117950461	0.504946323960847	0.58308266633172
"AF508906"	-0.0966536269434614	0.504966396181715	0.583090517825178
"UNQ541"	-0.0558308595119859	0.505132030240543	0.583266446420052
"D26528"	0.0720891020417515	0.505244712279446	0.583381224673387
"AA471010"	-0.211745392150174	0.50537239391823	0.583513315738587
"C10orf76"	0.0540556534499626	0.505523450314732	0.583668013869736
"A_24_P923514"	0.0417356069263074	0.505532947753146	0.583668013869736
"CD300LF"	0.0558408758401332	0.505547701386515	0.583669708276024
"A_24_P76694"	0.0656026438612789	0.505641741966761	0.58376293930258
"ZNF323"	0.0906442966969507	0.505731551774589	0.583851281134456
"CR748243"	0.0494630431165023	0.505921783384935	0.584055549111357
"BE008305"	0.0666946678896141	0.50606069990538	0.584200567797747
"THC2329407"	-0.0603901619791868	0.506375919553975	0.5845490992728
"Pro25G"	0.0910573383413677	0.506458209319996	0.584628730421125
"PKP1"	-0.0565882119674183	0.506560615686562	0.584731578320626
"CD607715"	0.0631984135298855	0.506630712561626	0.584797126397036
"AK025430"	-0.0684179563312103	0.506647015637161	0.584800579189599
"LOC400030"	0.0437990281985941	0.506708481266093	0.584856159599084
"LILRA3"	-0.0455773151659346	0.506788560849635	0.584933221236018
"RBPSUH"	-0.0499921466667759	0.506806221487032	0.584938237031942
"BF591978"	-0.0686896267467674	0.506901756885448	0.585033130562595
"SERPINB7"	-0.0369630960135504	0.506918464331614	0.585034114945067
"OSBPL8"	-0.0578477982046312	0.506929244030386	0.585034114945067
"EQC"	-0.0516526272118853	0.507095815971865	0.585210977788111
"THC2278570"	0.273903866356334	0.507228334412325	0.585348533126716
"WBSCR19"	0.0548243153550612	0.507366704244872	0.585492833648939
"A_24_P914957"	0.0652006880145772	0.507413619079913	0.585531591799308
"GDNF"	-0.0676099059318683	0.507648353079626	0.585777473465644
"AA425812"	-0.050050198036221	0.507666252946605	0.585777473465644
"A_32_P149461"	0.0621166274433399	0.507676866789949	0.585777473465644
"NegativeControl"	-0.0633490823653582	0.507680032886365	0.585777473465644
"A_32_P10968"	-0.0696129239398437	0.507796734688833	0.585896739372689
"THC2432858"	-0.0521523812397177	0.507952471936773	0.58606103699586
"AF143888"	-0.035541860888957	0.508381124103125	0.586531722832505
"ZBTB10"	-0.0441046448193898	0.508387128497328	0.586531722832505
"ZBP1"	-0.0924875077607316	0.508525194457202	0.586675603815734
"A_24_P461676"	0.0919804942384619	0.50856050286015	0.586700930965054
"OR7G3"	0.0619931013546353	0.508641343245015	0.586778783385331
"C14orf118"	-0.0459153895998378	0.508686636654516	0.586815625095046
"OR1G1"	-0.0532962010771234	0.508729789958948	0.58684999613178
"A_24_P187298"	-0.0695417996616826	0.509160014195001	0.587330862924078
"IL5RA"	-0.0744646205990814	0.509334658182148	0.587516892965733
"KCNH5"	-0.0785590724729237	0.509444708177311	0.587628406105589
"EQC"	-0.10342929577742	0.50958807957414	0.587778347566665
"Pro25G"	0.115279662824941	0.509673999815424	0.587862016537791
"AF116611"	0.0975611649574757	0.509825908336633	0.588015961764178
"RASGEF1B"	-0.0581395187666092	0.509834239684904	0.588015961764178
"AI457687"	-0.0493670784881803	0.510058735075704	0.58825943899112
"KIAA1033"	-0.0578529785681976	0.510438772338592	0.58868228781914
"LOC401052"	0.0587491507734716	0.510482736323375	0.588717535752558
"SCUBE3"	0.0720022548629059	0.510553808157648	0.588784043318465
"VSIG1"	0.0772367345937888	0.510643690842308	0.588872239989327
"GPR173"	0.0873656141160065	0.510793481846239	0.589029516248087
"TRIM29"	-0.0482238765319746	0.511036915320482	0.589281163611604
"THC2312711"	0.071160128680767	0.511038532500395	0.589281163611604
"BF956667"	0.0560683629671245	0.511075599196827	0.589308437185118
"GTF2IRD2"	0.0589963870333281	0.511192208506037	0.589427425508627
"EQC"	-0.0416682008199658	0.511447821196982	0.589706680480948
"FLJ34047"	0.113447044189577	0.511495755317238	0.589746470706041
"RANBP10"	0.090592024187159	0.511570668573507	0.589817364540922
"NegativeControl"	0.0653810160687395	0.511650807363437	0.589894279295694
"OR56B1"	-0.041696803251214	0.511751298269717	0.589994653832488
"AK095925"	0.0631233966924328	0.511985239567224	0.590248873128319
"E1A_r60_a9"	-0.0415610125566984	0.512001941735778	0.590250179491127
"SURF5"	-0.0752085594327838	0.51201324440709	0.590250179491127
"AK092662"	0.0718114700399359	0.512069482857804	0.590299521147922
"CR601823"	0.0447098377022015	0.512183225045392	0.590405556878402
"AW076051"	-0.0559451288434111	0.512206145400543	0.590405556878402
"BC038537"	0.0729390556860093	0.512211843382404	0.590405556878402
"BC016751"	0.0887723867729448	0.512215223630387	0.590405556878402
"CALML6"	-0.0382686794061836	0.512331715044292	0.590512912724825
"A_32_P154956"	-0.0601352508947589	0.512335245464631	0.590512912724825
"RAD51L3"	0.048923927624976	0.512421223680988	0.590596515309306
"NegativeControl"	0.0388673592178183	0.512452087097452	0.590616592026607
"MECR"	-0.0780741059607534	0.512502680669331	0.590659406697213
"A_24_P777388"	0.0418380056206286	0.512630797837665	0.590791562732666
"EQC"	-0.0966457602169596	0.512709050526093	0.590866246029953
"ARRDC3"	0.060106966495139	0.512745186265274	0.59089238943941
"BX104155"	-0.0504873746643165	0.512909902544976	0.591066705018188
"HYPB"	0.033499036194699	0.512982506804007	0.591134866259393
"U82303"	0.0801285791239539	0.513086560167882	0.591239263317994
"A_24_P588578"	-0.055055010198024	0.513261114733542	0.591419368812423
"A_24_P922308"	-0.0681808271679079	0.513269783418143	0.591419368812423
"MGC26694"	-0.0423464185491332	0.513309273120465	0.591449358130856
"AF130116"	0.0617824938049831	0.513332234944215	0.591460302489885
"E1A_r60_1"	0.0330081557744708	0.513370600738621	0.591488994231382
"ALDH9A1"	-0.0765162681034052	0.513396449059383	0.591503262618089
"DKFZp547J222"	0.0466252284964864	0.513460070974686	0.591561049487003
"ICK"	-0.0561957966772188	0.513481594547834	0.591570332793477
"BC017937"	-0.0604630418541816	0.513583794964807	0.591672559111503
"A_24_P916743"	-0.0528606145179515	0.5136669278756	0.591752592485592
"HSD17B13"	0.0485060379942287	0.513680205650635	0.591752592485592
"ANKRD11"	0.0683287876350384	0.513897325201657	0.59198718778671
"DEFB118"	0.050274011884051	0.513952022050546	0.592026568191464
"LOC284801"	0.0433852278554283	0.513958463446906	0.592026568191464
"ANGPTL6"	-0.0561672572794935	0.514267549355938	0.592367070734831
"MTBP"	0.134558528180839	0.514370353598606	0.592462654604316
"THC2281107"	-0.0556368919194744	0.514389413815878	0.592462654604316
"GATAD2B"	0.0457141810768442	0.514390989777556	0.592462654604316
"MGC35366"	-0.0678275200746736	0.514466531396029	0.592522137091121
"AK001083"	0.038694120141857	0.514469609096167	0.592522137091121
"A_24_P938263"	0.0436456294001192	0.51450274352516	0.59254417035356
"NegativeControl"	-0.0579884680975309	0.514515716061708	0.59254417035356
"ELA2"	0.0508645568335863	0.514582727157812	0.592605808760055
"THC2335681"	0.0487048669735642	0.5147749399803	0.592811625465936
"MLL3"	0.0386048539712386	0.514800420825879	0.59281835718929
"MGC33365"	0.0636080690887176	0.514807774163379	0.59281835718929
"FAM13A1"	-0.100748975470205	0.514843084070837	0.592843477924981
"MGC9564"	0.0482920000677642	0.515022474763467	0.593034502485685
"OR51E1"	0.0527380548992829	0.515077349722348	0.593079412687032
"LOC284912"	-0.0466699191180668	0.515094330925446	0.593079412687032
"AK131325"	-0.0438607093334299	0.515101977898835	0.593079412687032
"FLJ25680"	-0.0409366941171692	0.515175086337737	0.593148042716824
"EIF4E3"	0.0756425020926503	0.515237766661986	0.59320466302979
"RNF175"	0.0644544130372691	0.515300320582194	0.593261134847119
"AK124192"	0.0467274812661917	0.515354134779936	0.59330754199579
"EQC"	-0.0804052367830303	0.515449892428195	0.593402233340226
"EQC"	0.062606572344255	0.515498790329547	0.593442974711547
"A_24_P922173"	-0.0749744050272974	0.515608325194111	0.59354992944868
"OR8H1"	0.0578638502498724	0.515618719299583	0.59354992944868
"OR4C46"	0.0497432916351783	0.515661508873235	0.593583632384187
"THC2439736"	0.0502614815003553	0.515675712723647	0.593584429075397
"LOC200230"	0.0355465232770412	0.515718735682229	0.593618397978724
"EQC"	-0.0918636736693019	0.515855161555879	0.593759873773452
"ADAM32"	-0.0704191920941983	0.5159005141734	0.593790730407747
"DUSP16"	-0.0875666406496513	0.515909002502408	0.593790730407747
"PHF20"	0.0477047507935716	0.515995789968148	0.593866969359949
"A_24_P930940"	-0.0752617918712428	0.516002278287283	0.593866969359949
"NegativeControl"	0.048486088568629	0.516086087843632	0.593947865583638
"E1A_r60_1"	0.0328047147895811	0.5161112151184	0.593953908225522
"ZFP95"	0.0402408683232823	0.516118378652912	0.593953908225522
"PSMC1"	0.0298750993412997	0.516320896944006	0.594171403369931
"THC2271663"	0.0623595938656837	0.516368375179065	0.594210474905478
"E1A_r60_a104"	0.0706476963953026	0.516719331084082	0.594592550287851
"WNT4"	0.0394279176285286	0.516729325587367	0.594592550287851
"A_24_P524164"	-0.044525081850156	0.516741002422887	0.594592550287851
"TRPV5"	-0.0984540290768314	0.516818468937562	0.594651889316736
"QSCN6L1"	-0.0440051587944559	0.516821667713494	0.594651889316736
"THC2369888"	0.047876244806674	0.516833180166434	0.594651889316736
"LOC283932"	-0.0914118110971982	0.516884610536558	0.594695488187977
"AI685431"	-0.0367089219150279	0.516915763661597	0.594715755641567
"AK057820"	0.0604261484200443	0.516957367758507	0.594748045646169
"Pro25G"	-0.0615780460291063	0.517010678098209	0.594793801380936
"AA081809"	0.0543859784863049	0.517065160283621	0.594840902831324
"Pro25G"	0.0794117757378635	0.51722094719824	0.594992042668804
"ENST00000327788"	0.0296535140192539	0.517223626083607	0.594992042668804
"AI355706"	0.0476579452107514	0.517277249313469	0.595038147148207
"Pro25G"	0.0491989017852232	0.517330048125493	0.59508330088767
"CYP11A1"	0.0473854093368748	0.51756700925033	0.595340288106835
"Pro25G"	-0.0595543651760349	0.51771715937171	0.595484639488055
"AK123673"	0.0469898230158006	0.517719613043335	0.595484639488055
"G30"	0.0499552818896205	0.517734294219007	0.595485934790815
"LOC441832"	-0.0650187973627766	0.517749953283144	0.595488354740857
"C1orf149"	0.0542038396135076	0.517862386119649	0.595602075676684
"THC2404913"	-0.0534333573622421	0.518086545138399	0.595844285420049
"A_24_P715104"	0.0453758106270889	0.518243655167187	0.595999762028667
"NegativeControl"	0.12441416453069	0.518248865482121	0.595999762028667
"EQC"	-0.0368112394642719	0.518356379585007	0.59610780114523
"PPP1R12A"	-0.0391776119249566	0.5184141726095	0.59615865705743
"NHLRC2"	-0.088811091544677	0.518489227867669	0.59621641463623
"BG114519"	0.0492258889424009	0.518491541389054	0.59621641463623
"AW797858"	0.0802005352083714	0.518519309237344	0.596232738492494
"BC041899"	0.0639096608016051	0.518566720994554	0.596271648955969
"FLJ44620"	0.0719976805544512	0.518631433912982	0.596330450525589
"ARHGAP29"	-0.0299012605360007	0.518776707298714	0.596481876265175
"BE671182"	0.0494668757351505	0.518990499641318	0.59671207411193
"NPHP4"	-0.0561276837904219	0.519061476312392	0.596778061132679
"ENST00000308998"	0.0601303347018817	0.519174939105394	0.596892890786398
"ALS2CR12"	-0.0634075425484572	0.519221199484225	0.596930454164699
"A_23_P142395"	-0.120618169251891	0.519272095169192	0.596956014515295
"A_32_P67223"	-0.0446644902341607	0.519278192513124	0.596956014515295
"TSC22D2"	-0.0543513422425589	0.519284197826182	0.596956014515295
"PADI3"	-0.0415600279209575	0.519331032027862	0.596994231945154
"A_24_P910504"	-0.134696264060184	0.519406067956614	0.597064865672397
"AF196178"	-0.0883928221284205	0.519530755755226	0.597192569759874
"CHIC2"	-0.051901330217794	0.519583776862566	0.597237889566692
"EQC"	-0.0456162631839185	0.519610169545055	0.597252599641126
"D90075"	-0.0367129539894703	0.51962795797665	0.597257419268785
"REN"	0.0959338285675043	0.519661821757077	0.597280715075354
"AK092807"	0.0823072489106809	0.519760077865442	0.597378017965799
"NPEPPS"	0.187306494051957	0.519880473455408	0.597485234783362
"FBXO24"	-0.0545860456914625	0.519880564967654	0.597485234783362
"AW833935"	0.0654250013785514	0.519925988405127	0.597521807058694
"A_24_P928228"	-0.118156799138442	0.519962676679725	0.597548338849948
"KLHL5"	-0.0500725758503397	0.520100209893638	0.597690758628163
"CR610374"	0.0542684227006274	0.520131938943753	0.597708654509065
"A_32_P170814"	-0.0580632166274308	0.520142993828539	0.597708654509065
"A_24_P930180"	-0.0569750334443555	0.520339100212554	0.597918364977053
"DEFB106A"	0.0477605334549072	0.520395452546668	0.597967478181305
"THC2337493"	0.0875647619855975	0.520463977054141	0.598030575052062
"EQC"	0.0831732464275726	0.520528963547938	0.59808960343214
"ZBTB3"	-0.0468560122847579	0.520636351928621	0.598197347366974
"GJA10"	0.0761593708963422	0.520661008586532	0.598210031598884
"ZC3H11A"	0.0496491905404394	0.520699950422663	0.598239127599393
"A_24_P628797"	-0.0614328919914893	0.520785811606446	0.59832212693349
"BC031228"	-0.0560164910137537	0.520826825588465	0.598343251337311
"Pro25G"	0.0436112833064869	0.520835091763146	0.598343251337311
"E1A_r60_a104"	-0.0767648803902068	0.520845058714578	0.598343251337311
"HAVCR2"	0.0851197848529997	0.520870280355486	0.598356578795483
"SYT14"	0.0435077862168777	0.520915463776196	0.59839283631389
"A_24_P192017"	-0.0591402688085805	0.520943039310455	0.598408865703054
"HEPH"	-0.0663038034188722	0.521094212874086	0.598566867976768
"STOML3"	-0.0779312800789706	0.521203234203359	0.598676444119326
"EQC"	-0.0820793223352135	0.521535592176905	0.599042541896714
"Pro25G"	-0.0861669246812628	0.521551369765742	0.59904500170411
"A_32_P209924"	-0.06508160221635	0.521577524160049	0.599059379692937
"THC2438936"	-0.0762624819416319	0.521593205185735	0.599061728026524
"NegativeControl"	0.0841841039709394	0.521677133520749	0.599142457784111
"THC2374967"	-0.0963632664109342	0.521890495754603	0.599371833341929
"AF116632"	-0.094540232609951	0.52195867844887	0.599434467961658
"CATSPER3"	-0.0366711384716183	0.522088542321526	0.599567934143539
"A_32_P121674"	-0.0890792613776625	0.522300439887453	0.599795598606606
"NegativeControl"	0.124738189219437	0.522394635326056	0.599887727588673
"ABCC13"	-0.0561827701084014	0.522407976016022	0.599887727588673
"ENST00000344015"	-0.0385323802352198	0.522489904108984	0.599966124141664
"THC2445243"	-0.135105874090747	0.522508414284553	0.599971696801659
"AA258039"	0.0389656987847367	0.522642444018601	0.600109911348175
"OTUB2"	-0.0700182861063258	0.52273643214954	0.600202143194413
"NOMO1"	-0.0426108131007167	0.522935389545041	0.600401215822539
"ENST00000323423"	-0.0830569143843614	0.522937145091571	0.600401215822539
"SELV"	-0.0723755188774678	0.523061637800424	0.600528455211437
"MGC34824"	0.0729893000717103	0.523122052807005	0.60058212209237
"FOXP4"	0.0775107405120926	0.523173693648859	0.60062571305305
"SLC9A3"	0.0741267910356403	0.523227237786724	0.600671486743371
"ENST00000269079"	0.0595149544176465	0.523511716757303	0.600982367222355
"AK002005"	-0.0570226305278725	0.523542425878263	0.600986449898278
"A_24_P926670"	0.0475505652943793	0.523542633621067	0.600986449898278
"ENST00000314571"	-0.0321411390123085	0.523637702653474	0.601079875500242
"WBSCR28"	-0.0619627550937412	0.523717561897264	0.601155837471486
"C12orf12"	0.0473581041070332	0.523914947743182	0.601366696347444
"BBX"	-0.0849638806319695	0.523986480186554	0.601433089331544
"MAP1LC3C"	-0.0721279301033599	0.524012030131127	0.601446701389694
"LOC283337"	0.0369966484477535	0.524026826964784	0.601447970931914
"A_24_P846755"	0.0474424565817942	0.524079667814222	0.601492904008846
"GNB5"	0.0377607652185731	0.524117561521996	0.601520680161523
"EQC"	-0.0625298189804669	0.524274968828216	0.601685614974068
"SCN5A"	-0.0500163255959232	0.52435935742347	0.601766743233293
"EQC"	-0.0530811974180153	0.524441453448427	0.601845236316785
"A1BG"	0.0620288557883458	0.52448140349873	0.601875360145832
"A_24_P916116"	0.0669317605165669	0.524596339419233	0.601985920937929
"LOC253805"	-0.0659993442955722	0.52460515347221	0.601985920937929
"A_24_P935417"	0.0886738269419911	0.524635131595192	0.602004596215447
"ZIM3"	0.0540471642846026	0.524661091834711	0.602018660225427
"THC2410387"	-0.076351935504837	0.524697502346043	0.602044714278059
"FLJ39599"	0.0473138307162287	0.524850914455426	0.602205012613386
"EQC"	-0.0688489135952945	0.524991520208322	0.602350609163776
"THC2439234"	0.0659983037311548	0.525176023105056	0.602546562314657
"RBM23"	0.104316494651282	0.525267362437578	0.602635619316425
"HS1BP3"	0.0391885448192414	0.525496675196765	0.602882963492873
"TTTY3"	-0.0577803229520875	0.525515879897561	0.602885627958701
"BC034817"	-0.0619590886790452	0.525526444584701	0.602885627958701
"SLC15A2"	0.0619040154280752	0.525683255444987	0.603037259813139
"A_32_P93597"	0.0736263204498604	0.525688312379877	0.603037259813139
"EQC"	-0.102948823501287	0.525699800575078	0.603037259813139
"A_32_P40999"	0.0323340995226234	0.525962730490261	0.603323116433434
"ZNF342"	0.0399085009854845	0.526048585528033	0.603405843777436
"Pro25G"	-0.0551322086464265	0.526068753313546	0.603413221979566
"AF118071"	0.069015626357243	0.526247218500083	0.60359968145337
"FLOT2"	-0.0459768501797151	0.526258792174706	0.60359968145337
"AY081145"	0.055258437086605	0.526302706281655	0.603634289472349
"EQC"	-0.0797138900204652	0.526318880629182	0.603637080851102
"ENST00000331096"	0.245578840626613	0.52634400105511	0.603637270266129
"THC2413036"	-0.0676075058810815	0.526346526935748	0.603637270266129
"AI650739"	0.098571882116577	0.526385265597814	0.60366593841798
"AA343139"	-0.0398760823622896	0.526407133813404	0.60367525831567
"FLJ33641"	-0.0878182516153837	0.526518290716422	0.603786969888619
"POU4F1"	-0.108325185696976	0.526563955401664	0.603823574125568
"CASC2"	0.065433753050601	0.526630749741179	0.603884405702794
"RAB39"	0.0618186359940773	0.52670549038512	0.603954345847481
"RSAD2"	-0.0351742421890857	0.526745883313738	0.603984898072608
"SMAF1"	0.0445087084400545	0.526766399497054	0.603992657939789
"EQC"	-0.0651553267036409	0.526840965527216	0.604062389575261
"MYCPBP"	0.0335738015906778	0.526947561799099	0.604168841669178
"A_32_P153410"	0.037970110941013	0.526984769648777	0.604195733367446
"THC2312302"	-0.0766262889179533	0.527092331013784	0.604303282889675
"THC2349220"	0.073380771311112	0.527276783660771	0.604498979174856
"THC2239580"	0.144683495585034	0.527356105261282	0.60457414040275
"SLC18A3"	0.0430244649277026	0.527424080311513	0.60463189294121
"RPP14"	-0.042594350196273	0.5274473968918	0.60463189294121
"KIAA1005"	-0.0616718393267008	0.527460050158066	0.60463189294121
"A_24_P916559"	0.0538749299537069	0.52747164248127	0.60463189294121
"A_32_P147734"	0.0515952188641808	0.527475297556893	0.60463189294121
"EQC"	0.0845899263655807	0.527585990173675	0.604742997816619
"TMC3"	-0.0414897473242986	0.527634787587695	0.604783151655883
"THC2445487"	0.0442464894334154	0.527689125821352	0.604829654207311
"AICDA"	0.134529175538201	0.527745332525454	0.604878295890206
